Target_18000000044381.png,0
Target_20000000055919.png,0
Target_21000000060323.png,0
Target_22000000035710.png,1
Target_22000000064106.png,0
Target_22000000065815.png,1
Target_22000000074010.png,0
Target_22000000077531.png,0
Target_23000000043441.png,2
Target_23000000045703.png,1
Target_23000000071619.png,0
Target_23000000082576.png,0
Target_23000000090117.png,0
Target_24000000045232.png,1
Target_24000000047642.png,0
Target_24000000050768.png,1
Target_24000000074988.png,0
Target_24000000100897.png,0
Target_25000000035928.png,0
Target_25000000052884.png,1
Target_25000000058442.png,2
Target_25000000084090.png,0
Target_25000000107028.png,0
Target_26000000040303.png,1
Target_26000000055530.png,0
Target_26000000062940.png,2
Target_26000000090019.png,0
Target_26000000115791.png,0
Target_27000000038265.png,1
Target_27000000062604.png,1
Target_27000000074535.png,1
Target_27000000094766.png,1
Target_27000000127465.png,0
Target_28000000065495.png,0
Target_28000000067079.png,1
Target_28000000079303.png,0
Target_28000000132353.png,0
Target_29000000039088.png,0
Target_29000000048809.png,0
Target_29000000050260.png,2
Target_29000000064428.png,1
Target_29000000065657.png,1
Target_29000000074078.png,3
Target_29000000089722.png,0
Target_29000000092114.png,1
Target_29000000094145.png,0
Target_29000000100431.png,3
Target_29000000109009.png,0
Target_29000000124662.png,2
Target_29000000127612.png,0
Target_29000000128274.png,1
Target_29000000159505.png,1
Target_29000000164504.png,0
Target_29000000175193.png,0
Target_29000000177389.png,0
Target_29000000178539.png,0
Target_29000000198621.png,0
Target_30000000041303.png,0
Target_30000000045060.png,0
Target_30000000050998.png,0
Target_30000000057135.png,3
Target_30000000073242.png,0
Target_30000000080867.png,0
Target_30000000096554.png,0
Target_30000000099693.png,1
Target_30000000100453.png,2
Target_30000000105486.png,2
Target_30000000110024.png,2
Target_30000000130916.png,0
Target_30000000136976.png,1
Target_30000000142316.png,0
Target_30000000149658.png,0
Target_30000000170961.png,0
Target_30000000175118.png,1
Target_30000000185927.png,0
Target_30000000188179.png,0
Target_30000000189814.png,0
Target_30000000207426.png,0
Target_31000000037688.png,0
Target_31000000045665.png,0
Target_31000000047863.png,0
Target_31000000056497.png,1
Target_31000000061060.png,2
Target_31000000063761.png,0
Target_31000000076454.png,0
Target_31000000103684.png,3
Target_31000000107198.png,0
Target_31000000107760.png,1
Target_31000000109827.png,0
Target_31000000117400.png,1
Target_31000000123174.png,0
Target_31000000140370.png,0
Target_31000000143718.png,3
Target_31000000156010.png,0
Target_31000000157903.png,0
Target_31000000176230.png,0
Target_31000000182156.png,3
Target_31000000191144.png,1
Target_31000000198817.png,0
Target_31000000204452.png,0
Target_31000000215668.png,0
Target_32000000038826.png,0
Target_32000000047371.png,0
Target_32000000053578.png,0
Target_32000000058672.png,0
Target_32000000062613.png,2
Target_32000000067205.png,1
Target_32000000081548.png,0
Target_32000000112260.png,2
Target_32000000114609.png,4
Target_32000000117689.png,0
Target_32000000118358.png,4
Target_32000000119627.png,0
Target_32000000124446.png,2
Target_32000000133334.png,0
Target_32000000153960.png,0
Target_32000000166581.png,0
Target_32000000169504.png,0
Target_32000000180051.png,0
Target_32000000190544.png,0
Target_32000000200940.png,0
Target_32000000210350.png,0
Target_32000000220428.png,0
Target_32000000230124.png,0
Target_33000000031832.png,0
Target_33000000050681.png,1
Target_33000000053049.png,0
Target_33000000064130.png,0
Target_33000000071129.png,0
Target_33000000083577.png,0
Target_33000000090626.png,3
Target_33000000116363.png,2
Target_33000000120651.png,2
Target_33000000126347.png,2
Target_33000000131128.png,2
Target_33000000137657.png,1
Target_33000000141748.png,0
Target_33000000160641.png,1
Target_33000000172664.png,0
Target_33000000176382.png,0
Target_33000000183588.png,0
Target_33000000202186.png,0
Target_33000000208205.png,0
Target_33000000210164.png,1
Target_33000000232258.png,0
Target_33000000240617.png,0
Target_34000000046318.png,0
Target_34000000055071.png,2
Target_34000000059296.png,0
Target_34000000064455.png,2
Target_34000000070050.png,3
Target_34000000075345.png,0
Target_34000000086903.png,0
Target_34000000095301.png,2
Target_34000000119656.png,1
Target_34000000122331.png,0
Target_34000000129220.png,0
Target_34000000133583.png,2
Target_34000000143875.png,0
Target_34000000145667.png,0
Target_34000000169503.png,1
Target_34000000175518.png,0
Target_34000000188226.png,0
Target_34000000188613.png,0
Target_34000000214175.png,1
Target_34000000219022.png,0
Target_34000000220139.png,0
Target_34000000243522.png,0
Target_34000000251425.png,0
Target_35000000042603.png,0
Target_35000000059856.png,0
Target_35000000075299.png,0
Target_35000000079673.png,0
Target_35000000083424.png,0
Target_35000000088518.png,2
Target_35000000093872.png,1
Target_35000000123663.png,2
Target_35000000124715.png,2
Target_35000000138861.png,1
Target_35000000145556.png,0
Target_35000000154573.png,0
Target_35000000157284.png,0
Target_35000000173224.png,0
Target_35000000182573.png,0
Target_35000000186566.png,0
Target_35000000199084.png,0
Target_35000000222613.png,0
Target_35000000231406.png,0
Target_35000000232291.png,0
Target_35000000254849.png,0
Target_35000000262814.png,0
Target_36000000047415.png,0
Target_36000000053802.png,0
Target_36000000063633.png,0
Target_36000000087876.png,0
Target_36000000096656.png,2
Target_36000000098064.png,2
Target_36000000125273.png,3
Target_36000000128894.png,1
Target_36000000137230.png,3
Target_36000000141561.png,1
Target_36000000155305.png,0
Target_36000000173447.png,0
Target_36000000185139.png,0
Target_36000000195429.png,0
Target_36000000199958.png,0
Target_36000000201277.png,0
Target_36000000214323.png,0
Target_36000000248127.png,0
Target_36000000250073.png,0
Target_36000000267178.png,0
Target_36000000279544.png,0
Target_37000000052232.png,1
Target_37000000058749.png,1
Target_37000000070695.png,0
Target_37000000086659.png,3
Target_37000000103493.png,2
Target_37000000104891.png,1
Target_37000000126111.png,4
Target_37000000136833.png,1
Target_37000000139548.png,0
Target_37000000163725.png,2
Target_37000000167092.png,0
Target_37000000175664.png,0
Target_37000000186392.png,1
Target_37000000193213.png,0
Target_37000000196364.png,0
Target_37000000214855.png,0
Target_37000000226116.png,0
Target_37000000252791.png,1
Target_37000000263489.png,0
Target_37000000281571.png,0
Target_37000000293763.png,0
